order_id,order_date,ship_date,ship_mode,customer_id,segment,postal_code,product_id,sales,quantity,discount,profit
US-2020-110674,2020-02-12,2020-02-18,Standard Class,SC-20095,Consumer,94521,FUR-CH-10000225,129.568,2,0.2,-24.294
CA-2020-107706,2020-02-14,2020-02-19,Second Class,ST-20530,Consumer,77095,OFF-PA-10000466,16.176,3,0.2,6.066
CA-2020-121762,2020-02-14,2020-02-18,Standard Class,ML-17395,Corporate,98103,TEC-AC-10000736,239.97,3,0,86.3892
CA-2020-121762,2020-02-14,2020-02-18,Standard Class,ML-17395,Corporate,98103,OFF-AP-10001293,81.96,2,0,22.9488
CA-2020-121762,2020-02-14,2020-02-18,Standard Class,ML-17395,Corporate,98103,OFF-SU-10000157,238.62,2,0,4.7724
CA-2020-165568,2020-02-15,2020-02-19,Standard Class,BF-11020,Corporate,98105,OFF-BI-10001031,21.36,5,0.2,7.209
CA-2020-122567,2020-02-16,2020-02-21,Standard Class,MN-17935,Consumer,75220,OFF-BI-10002012,1.08,3,0.8,-1.728
CA-2020-122567,2020-02-16,2020-02-21,Standard Class,MN-17935,Consumer,75220,OFF-AP-10001303,7.96,2,0.8,-13.93
CA-2020-154165,2020-02-17,2020-02-24,Standard Class,DL-13315,Consumer,60653,OFF-AR-10003631,54.208,14,0.2,8.8088
US-2020-165589,2020-02-18,2020-02-18,Same Day,TB-21595,Consumer,79424,FUR-FU-10002396,25.16,5,0.6,-11.322
CA-2020-152905,2020-02-18,2020-02-24,Standard Class,AB-10015,Consumer,76017,OFF-ST-10000321,12.624,2,0.2,-2.5248
CA-2020-109491,2020-02-20,2020-02-26,Standard Class,LC-16930,Corporate,47374,TEC-AC-10001284,62.31,3,0,22.4316
CA-2020-109491,2020-02-20,2020-02-26,Standard Class,LC-16930,Corporate,47374,FUR-FU-10000221,20.32,4,0,6.9088
CA-2020-164903,2020-02-20,2020-02-24,Standard Class,SR-20740,Home Office,90049,OFF-PA-10003363,12.96,2,0,6.2208
CA-2020-165540,2020-02-21,2020-02-25,Standard Class,TM-21010,Consumer,60098,OFF-BI-10004094,8.85,5,0.8,-13.7175
CA-2020-133354,2020-02-22,2020-02-24,First Class,SA-20830,Consumer,92553,OFF-PA-10001800,19.44,3,0,9.3312
CA-2020-103744,2020-02-23,2020-02-27,Standard Class,MG-17875,Home Office,79907,OFF-LA-10004425,6.936,3,0.2,2.3409
CA-2020-103744,2020-02-23,2020-02-27,Standard Class,MG-17875,Home Office,79907,OFF-BI-10000320,4.428,3,0.8,-6.8634
US-2020-137680,2020-02-24,2020-03-02,Standard Class,JH-15430,Consumer,97504,OFF-PA-10000174,32.896,4,0.2,11.1024
US-2020-137680,2020-02-24,2020-03-02,Standard Class,JH-15430,Consumer,97504,OFF-PA-10000069,22.776,3,0.2,7.6869
CA-2020-156545,2020-02-27,2020-03-03,First Class,JS-16030,Consumer,43229,OFF-AR-10003560,19.456,4,0.2,3.4048
CA-2020-104269,2020-03-01,2020-03-06,Second Class,DB-13060,Consumer,98115,FUR-CH-10004063,457.568,2,0.2,51.4764
US-2020-143707,2020-03-01,2020-03-05,Standard Class,HR-14770,Home Office,10035,TEC-PH-10003655,5.94,3,0,1.6038
CA-2020-113880,2020-03-01,2020-03-05,Standard Class,VF-21715,Home Office,60126,FUR-CH-10000863,634.116,6,0.3,-172.1172
CA-2020-113880,2020-03-01,2020-03-05,Standard Class,VF-21715,Home Office,60126,OFF-PA-10003036,17.472,3,0.2,5.6784
CA-2020-131009,2020-03-01,2020-03-05,Standard Class,SC-20380,Consumer,79907,OFF-FA-10004395,18.84,5,0.2,-3.5325
CA-2020-131009,2020-03-01,2020-03-05,Standard Class,SC-20380,Consumer,79907,FUR-CH-10001270,362.25,6,0.3,0
CA-2020-131009,2020-03-01,2020-03-05,Standard Class,SC-20380,Consumer,79907,FUR-FU-10001095,63.552,6,0.6,-34.9536
CA-2020-131009,2020-03-01,2020-03-05,Standard Class,SC-20380,Consumer,79907,OFF-ST-10001469,129.552,3,0.2,-22.6716
CA-2020-168312,2020-03-01,2020-03-07,Standard Class,GW-14605,Consumer,77036,OFF-ST-10003692,137.352,3,0.2,8.5845
CA-2020-168312,2020-03-01,2020-03-07,Standard Class,GW-14605,Consumer,77036,FUR-TA-10001866,376.509,3,0.3,-43.0296
CA-2020-107524,2020-03-02,2020-03-08,Standard Class,KN-16705,Home Office,10009,OFF-EN-10001990,11.36,2,0,5.3392
CA-2020-107524,2020-03-02,2020-03-08,Standard Class,KN-16705,Home Office,10009,OFF-PA-10000587,36.4,5,0,17.472
CA-2020-111157,2020-03-02,2020-03-06,Standard Class,NH-18610,Corporate,19120,OFF-PA-10000327,3.424,1,0.2,1.07
CA-2020-111157,2020-03-02,2020-03-06,Standard Class,NH-18610,Corporate,19120,TEC-AC-10004353,151.2,3,0.2,32.13
CA-2020-155852,2020-03-03,2020-03-07,Second Class,AJ-10945,Consumer,28403,OFF-AR-10003560,19.456,4,0.2,3.4048
CA-2020-127964,2020-03-03,2020-03-08,Standard Class,AP-10720,Home Office,10035,TEC-PH-10004700,9.99,1,0,4.5954
CA-2020-127964,2020-03-03,2020-03-08,Standard Class,AP-10720,Home Office,10035,OFF-BI-10004593,125.76,3,0.2,40.872
CA-2020-127964,2020-03-03,2020-03-08,Standard Class,AP-10720,Home Office,10035,OFF-BI-10003429,25.32,5,0.2,9.1785
US-2020-127978,2020-03-03,2020-03-08,Standard Class,JS-15595,Corporate,43229,OFF-LA-10000305,15.12,3,0.2,4.914
US-2020-127978,2020-03-03,2020-03-08,Standard Class,JS-15595,Corporate,43229,FUR-BO-10001972,302.45,5,0.5,-199.617
US-2020-127978,2020-03-03,2020-03-08,Standard Class,JS-15595,Corporate,43229,OFF-ST-10002486,44.672,8,0.2,-10.0512
CA-2020-130421,2020-03-03,2020-03-07,Standard Class,SC-20020,Consumer,77095,OFF-AP-10002534,176.772,3,0.8,-459.6072
CA-2020-105648,2020-03-03,2020-03-07,Standard Class,EJ-14155,Consumer,92037,FUR-TA-10002958,626.352,3,0.2,-23.4882
CA-2020-116239,2020-03-04,2020-03-04,Same Day,CL-12565,Consumer,29203,OFF-ST-10001370,354.9,5,0,17.745
CA-2020-117016,2020-03-04,2020-03-09,Standard Class,SC-20095,Consumer,33063,OFF-AR-10001374,15.552,3,0.2,2.3328
CA-2020-169061,2020-03-05,2020-03-08,Second Class,AB-10150,Consumer,10701,OFF-AR-10000588,59.52,3,0,15.4752
CA-2020-169061,2020-03-05,2020-03-08,Second Class,AB-10150,Consumer,10701,TEC-AC-10002001,479.97,3,0,177.5889
CA-2020-169061,2020-03-05,2020-03-08,Second Class,AB-10150,Consumer,10701,OFF-SU-10000381,18.62,2,0,5.3998
CA-2020-169061,2020-03-05,2020-03-08,Second Class,AB-10150,Consumer,10701,OFF-BI-10001617,49.632,6,0.2,16.7508
CA-2020-169061,2020-03-05,2020-03-08,Second Class,AB-10150,Consumer,10701,OFF-PA-10001878,97.82,2,0,45.9754
CA-2020-156587,2020-03-07,2020-03-08,First Class,AB-10015,Consumer,98103,FUR-CH-10004477,48.712,1,0.2,5.4801
CA-2020-156587,2020-03-07,2020-03-08,First Class,AB-10015,Consumer,98103,OFF-AR-10001427,17.94,3,0,4.6644
CA-2020-156587,2020-03-07,2020-03-08,First Class,AB-10015,Consumer,98103,OFF-ST-10002344,242.94,3,0,4.8588
US-2020-131982,2020-03-07,2020-03-11,Second Class,NP-18685,Home Office,98198,OFF-BI-10004224,107.648,2,0.2,33.64
CA-2020-104563,2020-03-07,2020-03-12,Standard Class,CM-12715,Corporate,98103,OFF-AR-10000390,20.65,5,0,9.499
CA-2020-104563,2020-03-07,2020-03-12,Standard Class,CM-12715,Corporate,98103,OFF-ST-10000934,204.9,5,0,0
CA-2020-104563,2020-03-07,2020-03-12,Standard Class,CM-12715,Corporate,98103,FUR-CH-10002780,436.704,6,0.2,21.8352
CA-2020-104563,2020-03-07,2020-03-12,Standard Class,CM-12715,Corporate,98103,FUR-CH-10004495,481.568,2,0.2,54.1764
US-2020-100279,2020-03-10,2020-03-14,Standard Class,SW-20275,Consumer,48073,OFF-PA-10002259,22.38,2,0,10.7424
US-2020-140116,2020-03-10,2020-03-17,Standard Class,KT-16480,Consumer,80219,OFF-ST-10000078,636.408,3,0.2,-15.9102
US-2020-140116,2020-03-10,2020-03-17,Standard Class,KT-16480,Consumer,80219,OFF-AR-10001044,83.168,4,0.2,9.3564
CA-2020-166884,2020-03-11,2020-03-16,Second Class,CK-12205,Consumer,43229,FUR-FU-10003981,8.32,5,0.2,2.288
CA-2020-166884,2020-03-11,2020-03-16,Second Class,CK-12205,Consumer,43229,OFF-FA-10001561,10.464,6,0.2,1.7004
CA-2020-158337,2020-03-11,2020-03-14,Second Class,KA-16525,Consumer,10024,OFF-PA-10002137,108.92,14,0,49.014
CA-2020-114790,2020-03-11,2020-03-13,Second Class,FM-14215,Corporate,40475,OFF-AP-10002578,146.76,3,0,38.1576
CA-2020-114790,2020-03-11,2020-03-13,Second Class,FM-14215,Corporate,40475,TEC-AC-10000710,32.96,2,0,14.1728
CA-2020-114790,2020-03-11,2020-03-13,Second Class,FM-14215,Corporate,40475,TEC-PH-10000984,587.97,3,0,164.6316
CA-2020-114790,2020-03-11,2020-03-13,Second Class,FM-14215,Corporate,40475,OFF-PA-10000213,14.94,3,0,7.0218
US-2020-103338,2020-03-11,2020-03-15,Standard Class,RB-19435,Consumer,95661,OFF-AR-10001770,7.98,3,0,2.0748
CA-2020-157623,2020-03-14,2020-03-18,Standard Class,DK-13225,Corporate,92646,OFF-PA-10001204,10.56,2,0,4.752
CA-2020-157623,2020-03-14,2020-03-18,Standard Class,DK-13225,Corporate,92646,OFF-AR-10003723,3.38,1,,1.2506
US-2020-125521,2020-03-14,2020-03-19,Standard Class,CK-12325,Home Office,23320,FUR-CH-10003379,1139.92,4,0,284.98
CA-2020-114510,2020-03-14,2020-03-19,Standard Class,JF-15295,Consumer,84321,OFF-BI-10001617,33.088,4,0.2,11.1672
CA-2020-114510,2020-03-14,2020-03-19,Standard Class,JF-15295,Consumer,84321,OFF-ST-10000736,80.98,1,0,3.2392
CA-2020-114510,2020-03-14,2020-03-19,Standard Class,JF-15295,Consumer,84321,TEC-AC-10004877,82.8,12,0,6.624
CA-2020-114510,2020-03-14,2020-03-19,Standard Class,JF-15295,Consumer,84321,OFF-ST-10003221,21.36,2,0,5.7672
CA-2020-114510,2020-03-14,2020-03-19,Standard Class,JF-15295,Consumer,84321,OFF-BI-10003007,62.048,2,0.2,20.1656
CA-2020-152618,2020-03-14,2020-03-17,First Class,RB-19465,Home Office,60653,TEC-MA-10003626,574.91,2,0.3,156.047
CA-2020-152618,2020-03-14,2020-03-17,First Class,RB-19465,Home Office,60653,OFF-PA-10001215,8.448,2,0.2,2.64
CA-2020-100293,2020-03-14,2020-03-18,Standard Class,NF-18475,Home Office,32216,OFF-PA-10000176,91.056,6,0.2,31.8696
CA-2020-149958,2020-03-15,2020-03-19,Standard Class,AS-10240,Consumer,33614,OFF-ST-10001490,142.776,1,0.2,17.847
CA-2020-149958,2020-03-15,2020-03-19,Standard Class,AS-10240,Consumer,33614,FUR-FU-10001756,45.696,3,0.2,5.1408
CA-2020-149958,2020-03-15,2020-03-19,Standard Class,AS-10240,Consumer,33614,OFF-BI-10000773,7.218,3,0.7,-5.5338
CA-2020-149958,2020-03-15,2020-03-19,Standard Class,AS-10240,Consumer,33614,OFF-BI-10001543,43.188,4,0.7,-31.6712
CA-2020-149958,2020-03-15,2020-03-19,Standard Class,AS-10240,Consumer,33614,OFF-PA-10002120,131.904,3,0.2,47.8152
CA-2020-157609,2020-03-16,2020-03-21,Second Class,KN-16705,Home Office,27604,TEC-PH-10002415,471.92,2,0.2,29.495
CA-2020-118339,2020-03-17,2020-03-24,Standard Class,BN-11515,Consumer,55044,OFF-AP-10001154,93.78,2,0,36.5742
CA-2020-118339,2020-03-17,2020-03-24,Standard Class,BN-11515,Consumer,55044,OFF-PA-10000466,47.18,7,0,23.59
CA-2020-118339,2020-03-17,2020-03-24,Standard Class,BN-11515,Consumer,55044,OFF-AR-10003829,19.68,6,0,5.7072
CA-2020-118339,2020-03-17,2020-03-24,Standard Class,BN-11515,Consumer,55044,OFF-BI-10001758,53.4,10,0,25.098
CA-2020-118339,2020-03-17,2020-03-24,Standard Class,BN-11515,Consumer,55044,OFF-BI-10000136,35.88,6,0,17.2224
US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Corporate,10024,FUR-TA-10003473,1579.746,7,0.4,-447.5947
US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Corporate,10024,FUR-TA-10001950,1071.576,4,0.4,-553.6476
US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Corporate,10024,FUR-TA-10004175,613.908,3,0.4,-122.7816
US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Corporate,10024,OFF-PA-10002960,34.86,7,0,16.3842
US-2020-148838,2020-03-17,2020-03-21,Standard Class,CP-12340,Corporate,10024,OFF-PA-10000919,155.04,4,0,75.9696
CA-2020-158442,2020-03-17,2020-03-17,Same Day,AZ-10750,Consumer,75217,OFF-AR-10003732,4.448,2,0.2,0.3336
CA-2020-158442,2020-03-17,2020-03-17,Same Day,AZ-10750,Consumer,75217,OFF-PA-10002195,5.184,1,0.2,1.8792
CA-2020-158442,2020-03-17,2020-03-17,Same Day,AZ-10750,Consumer,75217,OFF-PA-10002365,15.552,3,0.2,5.4432
US-2020-164763,2020-03-17,2020-03-21,Standard Class,MH-17440,Corporate,39212,OFF-BI-10000605,11.43,3,0,5.3721
US-2020-164763,2020-03-17,2020-03-21,Standard Class,MH-17440,Corporate,39212,OFF-BI-10000309,30.44,2,0,14.9156
